date,method,confidence,window_start,window_days,var_usd,es_usd,actual_pnl_usd,breach
2025-01-06,Historical,0.99,2020-02-06,1236,42922233.933208674,59973703.98812871,8138870.700710628,False
2025-01-06,Parametric (Normal),0.95,2020-02-06,1236,24242645.103983082,30692089.702949263,8138870.700710628,False
2025-01-06,Parametric (Normal),0.97,2020-02-06,1236,27884259.093185198,33861597.41007637,8138870.700710628,False
2025-01-06,Parametric (Normal),0.99,2020-02-06,1236,34761163.29297976,39991393.5443295,8138870.700710628,False
2025-01-06,Monte Carlo (Student-t),0.95,2020-02-06,1236,20855112.706897013,33588959.0826319,8138870.700710628,False
2025-01-06,Monte Carlo (Student-t),0.97,2020-02-06,1236,26132890.826598696,40426623.76260611,8138870.700710628,False
2025-01-06,Monte Carlo (Student-t),0.99,2020-02-06,1236,39935926.19184417,57690005.547392644,8138870.700710628,False
2025-01-07,Historical,0.95,2020-02-07,1236,22123912.472750768,36403838.486776665,-13363765.764539525,False
2025-01-07,Historical,0.97,2020-02-07,1236,29223516.983055927,43519688.85071569,-13363765.764539525,False
2025-01-07,Historical,0.99,2020-02-07,1236,42922233.933208674,59973703.98812871,-13363765.764539525,False
2025-01-07,Parametric (Normal),0.95,2020-02-07,1236,24242513.796445798,30692042.28975123,-13363765.764539525,False
2025-01-07,Parametric (Normal),0.97,2020-02-07,1236,27884175.155742314,33861591.225816876,-13363765.764539525,False
2025-01-07,Parametric (Normal),0.99,2020-02-07,1236,34761168.81026824,39991467.09642382,-13363765.764539525,False
2025-01-07,Monte Carlo (Student-t),0.95,2020-02-07,1236,20667192.445913617,33814053.59467069,-13363765.764539525,False
2025-01-07,Monte Carlo (Student-t),0.97,2020-02-07,1236,26229008.32016638,40915409.20416409,-13363765.764539525,False
2025-01-07,Monte Carlo (Student-t),0.99,2020-02-07,1236,39496092.40264088,61133074.21560002,-13363765.764539525,False
2025-01-08,Historical,0.95,2020-02-10,1236,22123912.472750768,36403838.486776665,1315890.7617092372,False
2025-01-08,Historical,0.97,2020-02-10,1236,29223516.983055927,43519688.85071569,1315890.7617092372,False
2025-01-08,Historical,0.99,2020-02-10,1236,42922233.933208674,59973703.98812871,1315890.7617092372,False
2025-01-08,Parametric (Normal),0.95,2020-02-10,1236,24258788.109314043,30710398.490365535,1315890.7617092372,False
2025-01-08,Parametric (Normal),0.97,2020-02-10,1236,27901624.98557541,33880970.5469736,1315890.7617092372,False
2025-01-08,Parametric (Normal),0.99,2020-02-10,1236,34780838.51227245,40012825.1224538,1315890.7617092372,False
